,city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths,media_movel_casos,media_movel_obitos
347350,,32.0,2020-08-03,202032,4064052.0,4018650.0,False,False,85215,2096.79896,2020-08-03,0.0305,2600,152,state,ES,960,22,1005.0,23.285714285714285
347430,,32.0,2020-08-04,202032,4064052.0,4018650.0,False,False,86209,2121.25731,2020-08-04,0.0305,2627,153,state,ES,994,27,963.0,23.571428571428573
347510,,32.0,2020-08-05,202032,4064052.0,4018650.0,False,False,87243,2146.69989,2020-08-05,0.0303,2646,154,state,ES,1034,19,942.2857142857143,22.285714285714285
347590,,32.0,2020-08-06,202032,4064052.0,4018650.0,False,False,88543,2178.68767,2020-08-06,0.0301,2666,155,state,ES,1300,20,951.0,21.714285714285715
347670,,32.0,2020-08-07,202032,4064052.0,4018650.0,False,False,89923,2212.64393,2020-08-07,0.03,2698,156,state,ES,1380,32,947.2857142857143,22.0
347750,,32.0,2020-08-08,202032,4064052.0,4018650.0,False,False,91146,2242.73705,2020-08-08,0.0298,2720,157,state,ES,1223,22,1047.4285714285713,22.142857142857142
347830,,32.0,2020-08-09,202033,4064052.0,4018650.0,False,False,91791,2258.60791,2020-08-09,0.0298,2735,158,state,ES,645,15,1076.5714285714287,22.428571428571427
347910,,32.0,2020-08-10,202033,4064052.0,4018650.0,False,False,93069,2290.05436,2020-08-10,0.0297,2764,159,state,ES,1278,29,1122.0,23.428571428571427
347990,,32.0,2020-08-11,202033,4064052.0,4018650.0,False,False,94478,2324.72419,2020-08-11,0.0295,2783,160,state,ES,1409,19,1181.2857142857142,22.285714285714285
348070,,32.0,2020-08-12,202033,4064052.0,4018650.0,False,False,95753,2356.0968199999998,2020-08-12,0.0293,2804,161,state,ES,1275,21,1215.7142857142858,22.571428571428573
348150,,32.0,2020-08-13,202033,4064052.0,4018650.0,False,False,96949,2385.52558,2020-08-13,0.0291,2823,162,state,ES,1196,19,1200.857142857143,22.428571428571427
348230,,32.0,2020-08-14,202033,4064052.0,4018650.0,False,False,98106,2413.9947,2020-08-14,0.029,2849,163,state,ES,1157,26,1169.0,21.571428571428573
348310,,32.0,2020-08-15,202033,4064052.0,4018650.0,False,False,98765,2430.21005,2020-08-15,0.029,2863,164,state,ES,659,14,1088.4285714285713,20.428571428571427
348390,,32.0,2020-08-16,202034,4064052.0,4018650.0,False,False,99580,2450.26392,2020-08-16,0.0289,2874,165,state,ES,815,11,1112.7142857142858,19.857142857142858
348470,,32.0,2020-08-17,202034,4064052.0,4018650.0,False,False,100859,2481.73498,2020-08-17,0.0288,2907,166,state,ES,1279,33,1112.857142857143,20.428571428571427
348550,,32.0,2020-08-18,202034,4064052.0,4018650.0,False,False,101874,2506.71005,2020-08-18,0.0288,2937,167,state,ES,1015,30,1056.5714285714287,22.0
348630,,32.0,2020-08-19,202034,4064052.0,4018650.0,False,False,103090,2536.6309300000003,2020-08-19,0.0287,2963,168,state,ES,1216,26,1048.142857142857,22.714285714285715
348710,,32.0,2020-08-20,202034,4064052.0,4018650.0,False,False,104169,2563.18079,2020-08-20,0.0286,2979,169,state,ES,1079,16,1031.4285714285713,22.285714285714285
348790,,32.0,2020-08-21,202034,4064052.0,4018650.0,False,False,104988,2583.3330899999996,2020-08-21,0.0286,3002,170,state,ES,819,23,983.1428571428571,21.857142857142858
348870,,32.0,2020-08-22,202034,4064052.0,4018650.0,False,False,105633,2599.20395,2020-08-22,0.0285,3015,171,state,ES,645,13,981.1428571428571,21.714285714285715
348950,,32.0,2020-08-23,202035,4064052.0,4018650.0,False,False,105888,2605.47847,2020-08-23,0.0286,3026,172,state,ES,255,11,901.1428571428571,21.714285714285715
349030,,32.0,2020-08-24,202035,4064052.0,4018650.0,False,False,106494,2620.3897,2020-08-24,0.0286,3045,173,state,ES,606,19,805.0,19.714285714285715
349110,,32.0,2020-08-25,202035,4064052.0,4018650.0,False,False,107191,2637.54007,2020-08-25,0.0286,3068,174,state,ES,697,23,759.5714285714286,18.714285714285715
349190,,32.0,2020-08-26,202035,4064052.0,4018650.0,False,False,107909,2655.20717,2020-08-26,0.0286,3086,175,state,ES,718,18,688.4285714285714,17.571428571428573
349270,,32.0,2020-08-27,202035,4064052.0,4018650.0,False,False,108662,2673.73547,2020-08-27,0.0286,3105,176,state,ES,753,19,641.8571428571429,18.0
349350,,32.0,2020-08-28,202035,4064052.0,4018650.0,False,False,109493,2694.18305,2020-08-28,0.0285,3117,177,state,ES,831,12,643.5714285714286,16.428571428571427
349430,,32.0,2020-08-29,202035,4064052.0,4018650.0,False,False,110025,2707.27343,2020-08-29,0.0284,3129,178,state,ES,532,12,627.4285714285714,16.285714285714285
349510,,32.0,2020-08-30,202036,4064052.0,4018650.0,False,False,110351,2715.29498,2020-08-30,0.0284,3135,179,state,ES,326,6,637.5714285714286,15.571428571428571
349590,,32.0,2020-08-31,202036,4064052.0,4018650.0,False,False,111263,2737.73564,2020-08-31,0.0284,3158,180,state,ES,912,23,681.2857142857143,16.142857142857142
349670,,32.0,2020-09-01,202036,4064052.0,4018650.0,False,False,112072,2757.64188,2020-09-01,0.0284,3184,181,state,ES,809,26,697.2857142857143,16.571428571428573
349750,,32.0,2020-09-02,202036,4064052.0,4018650.0,False,False,112827,2776.2194,2020-09-02,0.0284,3204,182,state,ES,755,20,702.5714285714286,16.857142857142858
349830,,32.0,2020-09-03,202036,4064052.0,4018650.0,False,False,113759,2799.15218,2020-09-03,0.0283,3221,183,state,ES,932,17,728.1428571428571,16.571428571428573
349910,,32.0,2020-09-04,202036,4064052.0,4018650.0,False,False,114700,2822.30641,2020-09-04,0.0282,3235,184,state,ES,941,14,743.8571428571429,16.857142857142858
349990,,32.0,2020-09-05,202036,4064052.0,4018650.0,False,False,115172,2833.92043,2020-09-05,0.0281,3242,185,state,ES,472,7,735.2857142857143,16.142857142857142
350070,,32.0,2020-09-06,202037,4064052.0,4018650.0,False,False,115172,2833.92043,2020-09-06,0.0281,3242,186,state,ES,0,0,688.7142857142857,15.285714285714286
350150,,32.0,2020-09-07,202037,4064052.0,4018650.0,False,False,115793,2849.20075,2020-09-07,0.0282,3268,187,state,ES,621,26,647.1428571428571,15.714285714285714
350230,,32.0,2020-09-08,202037,4064052.0,4018650.0,False,False,116578,2868.51645,2020-09-08,0.0282,3286,188,state,ES,785,18,643.7142857142857,14.571428571428571
350310,,32.0,2020-09-09,202037,4064052.0,4018650.0,False,False,117270,2885.5437899999997,2020-09-09,0.0281,3298,189,state,ES,692,12,634.7142857142857,13.428571428571429
350390,,32.0,2020-09-10,202037,4064052.0,4018650.0,False,False,118138,2906.90178,2020-09-10,0.0281,3314,190,state,ES,868,16,625.5714285714286,13.285714285714286
350470,,32.0,2020-09-11,202037,4064052.0,4018650.0,False,False,118814,2923.53543,2020-09-11,0.028,3332,191,state,ES,676,18,587.7142857142857,13.857142857142858
350550,,32.0,2020-09-12,202037,4064052.0,4018650.0,False,False,119354,2936.8226600000003,2020-09-12,0.028,3338,192,state,ES,540,6,597.4285714285714,13.714285714285714
350630,,32.0,2020-09-13,202038,4064052.0,4018650.0,False,False,119548,2941.59622,2020-09-13,0.028,3346,193,state,ES,194,8,625.1428571428571,14.857142857142858
350710,,32.0,2020-09-14,202038,4064052.0,4018650.0,False,False,120252,2958.91883,2020-09-14,0.0279,3359,194,state,ES,704,13,637.0,13.0
350790,,32.0,2020-09-15,202038,4064052.0,4018650.0,False,False,120974,2976.68435,2020-09-15,0.0279,3376,195,state,ES,722,17,628.0,12.857142857142858
350870,,32.0,2020-09-16,202038,4064052.0,4018650.0,False,False,121710,2994.7943600000003,2020-09-16,0.0278,3388,196,state,ES,736,12,634.2857142857143,12.857142857142858
350950,,32.0,2020-09-17,202038,4064052.0,4018650.0,False,False,122471,3013.51951,2020-09-17,0.0278,3399,197,state,ES,761,11,619.0,12.142857142857142
351030,,32.0,2020-09-18,202038,4064052.0,4018650.0,False,False,123273,3033.25351,2020-09-18,0.0276,3404,198,state,ES,802,5,637.0,10.285714285714286
351110,,32.0,2020-09-19,202038,4064052.0,4018650.0,False,False,123720,3044.2523899999997,2020-09-19,0.0275,3408,199,state,ES,447,4,623.7142857142857,10.0
351190,,32.0,2020-09-20,202039,4064052.0,4018650.0,False,False,124291,3058.3024,2020-09-20,0.0275,3422,200,state,ES,571,14,677.5714285714286,10.857142857142858
351270,,32.0,2020-09-21,202039,4064052.0,4018650.0,False,False,125185,3080.30015,2020-09-21,0.0274,3432,201,state,ES,894,10,704.7142857142857,10.428571428571429
351350,,32.0,2020-09-22,202039,4064052.0,4018650.0,False,False,125871,3097.17986,2020-09-22,0.0274,3444,202,state,ES,686,12,699.5714285714286,9.714285714285714
351430,,32.0,2020-09-23,202039,4064052.0,4018650.0,False,False,126606,3115.26526,2020-09-23,0.0273,3452,203,state,ES,735,8,699.4285714285714,9.142857142857142
351510,,32.0,2020-09-24,202039,4064052.0,4018650.0,False,False,127368,3134.01502,2020-09-24,0.0272,3459,204,state,ES,762,7,699.5714285714286,8.571428571428571
351590,,32.0,2020-09-25,202039,4064052.0,4018650.0,False,False,128265,3156.08659,2020-09-25,0.0272,3485,205,state,ES,897,26,713.1428571428571,11.571428571428571
351670,,32.0,2020-09-26,202039,4064052.0,4018650.0,False,False,128722,3167.3315199999997,2020-09-26,0.0271,3492,206,state,ES,457,7,714.5714285714286,12.0
351750,,32.0,2020-09-27,202040,4064052.0,4018650.0,False,False,129192,3178.89633,2020-09-27,0.0271,3504,207,state,ES,470,12,700.1428571428571,11.714285714285714
351830,,32.0,2020-09-28,202040,4064052.0,4018650.0,False,False,129796,3193.75835,2020-09-28,0.0272,3524,208,state,ES,604,20,658.7142857142857,13.142857142857142
351910,,32.0,2020-09-29,202040,4064052.0,4018650.0,False,False,130714,3216.3466399999998,2020-09-29,0.0271,3538,209,state,ES,918,14,691.8571428571429,13.428571428571429
351990,,32.0,2020-09-30,202040,4064052.0,4018650.0,False,False,131490,3235.44089,2020-09-30,0.027,3545,210,state,ES,776,7,697.7142857142857,13.285714285714286
352070,,32.0,2020-10-01,202040,4064052.0,4018650.0,False,False,132350,3256.60203,2020-10-01,0.0268,3551,211,state,ES,860,6,711.7142857142857,13.142857142857142
352150,,32.0,2020-10-02,202040,4064052.0,4018650.0,False,False,133025,3273.21107,2020-10-02,0.0268,3564,212,state,ES,675,13,680.0,11.285714285714286
352230,,32.0,2020-10-03,202040,4064052.0,4018650.0,False,False,133744,3290.90277,2020-10-03,0.0267,3572,213,state,ES,719,8,717.4285714285714,11.428571428571429
352310,,32.0,2020-10-04,202041,4064052.0,4018650.0,False,False,134296,3304.48528,2020-10-04,0.0267,3580,214,state,ES,552,8,729.1428571428571,10.857142857142858
352390,,32.0,2020-10-05,202041,4064052.0,4018650.0,False,False,135001,3321.8325,2020-10-05,0.0266,3594,215,state,ES,705,14,743.5714285714286,10.0
352470,,32.0,2020-10-06,202041,4064052.0,4018650.0,False,False,135850,3342.72298,2020-10-06,0.0265,3604,216,state,ES,849,10,733.7142857142857,9.428571428571429
352550,,32.0,2020-10-07,202041,4064052.0,4018650.0,False,False,136590,3360.93141,2020-10-07,0.0265,3617,217,state,ES,740,13,728.5714285714286,10.285714285714286
352630,,32.0,2020-10-08,202041,4064052.0,4018650.0,False,False,137330,3379.1398299999996,2020-10-08,0.0264,3628,218,state,ES,740,11,711.4285714285714,11.0
352710,,32.0,2020-10-09,202041,4064052.0,4018650.0,False,False,138099,3398.06184,2020-10-09,0.0264,3640,219,state,ES,769,12,724.8571428571429,10.857142857142858
352790,,32.0,2020-10-10,202041,4064052.0,4018650.0,False,False,138462,3406.99381,2020-10-10,0.0263,3646,220,state,ES,363,6,674.0,10.571428571428571
352870,,32.0,2020-10-11,202042,4064052.0,4018650.0,False,False,138933,3418.5832299999997,2020-10-11,0.0263,3650,221,state,ES,471,4,662.4285714285714,10.0
352950,,32.0,2020-10-12,202042,4064052.0,4018650.0,False,False,139755,3438.80935,2020-10-12,0.0262,3659,222,state,ES,822,9,679.1428571428571,9.285714285714286
353030,,32.0,2020-10-13,202042,4064052.0,4018650.0,False,False,140701,3462.0866100000003,2020-10-13,0.0262,3680,223,state,ES,946,21,693.0,10.857142857142858
353110,,32.0,2020-10-14,202042,4064052.0,4018650.0,False,False,141548,3482.9278799999997,2020-10-14,0.0261,3689,224,state,ES,847,9,708.2857142857143,10.285714285714286
353190,,32.0,2020-10-15,202042,4064052.0,4018650.0,False,False,142419,3504.35969,2020-10-15,0.0259,3694,225,state,ES,871,5,727.0,9.428571428571429
353270,,32.0,2020-10-16,202042,4064052.0,4018650.0,False,False,143093,3520.94412,2020-10-16,0.0259,3704,226,state,ES,674,10,713.4285714285714,9.142857142857142
353350,,32.0,2020-10-17,202042,4064052.0,4018650.0,False,False,143954,3542.12987,2020-10-17,0.0258,3709,227,state,ES,861,5,784.5714285714286,9.0
353430,,32.0,2020-10-18,202043,4064052.0,4018650.0,False,False,144415,3553.4732299999996,2020-10-18,0.0257,3713,228,state,ES,461,4,783.1428571428571,9.0
353510,,32.0,2020-10-19,202043,4064052.0,4018650.0,False,False,145415,3578.07922,2020-10-19,0.0256,3728,229,state,ES,1000,15,808.5714285714286,9.857142857142858
353590,,32.0,2020-10-20,202043,4064052.0,4018650.0,False,False,146233,3598.2069100000003,2020-10-20,0.0256,3740,230,state,ES,818,12,790.2857142857143,8.571428571428571
353670,,32.0,2020-10-21,202043,4064052.0,4018650.0,False,False,147395,3626.7990700000005,2020-10-21,0.0255,3755,231,state,ES,1162,15,835.2857142857143,9.428571428571429
353750,,32.0,2020-10-22,202043,4064052.0,4018650.0,False,False,148055,3643.03902,2020-10-22,0.0254,3767,232,state,ES,660,12,805.1428571428571,10.428571428571429
353830,,32.0,2020-10-23,202043,4064052.0,4018650.0,False,False,149149,3669.95796,2020-10-23,0.0253,3773,233,state,ES,1094,6,865.1428571428571,9.857142857142858
353910,,32.0,2020-10-24,202043,4064052.0,4018650.0,False,False,149654,3682.38399,2020-10-24,0.0253,3780,234,state,ES,505,7,814.2857142857143,10.142857142857142
353990,,32.0,2020-10-25,202044,4064052.0,4018650.0,False,False,150317,3698.69775,2020-10-25,0.0252,3787,235,state,ES,663,7,843.1428571428571,10.571428571428571
354070,,32.0,2020-10-26,202044,4064052.0,4018650.0,False,False,151276,3722.2948899999997,2020-10-26,0.0251,3799,236,state,ES,959,12,837.2857142857143,10.142857142857142
354150,,32.0,2020-10-27,202044,4064052.0,4018650.0,False,False,152216,3745.4245200000005,2020-10-27,0.0251,3817,237,state,ES,940,18,854.7142857142857,11.0
354230,,32.0,2020-10-28,202044,4064052.0,4018650.0,False,False,153004,3764.8140299999995,2020-10-28,0.025,3826,238,state,ES,788,9,801.2857142857143,10.142857142857142
354310,,32.0,2020-10-29,202044,4064052.0,4018650.0,False,False,154131,3792.5449799999997,2020-10-29,0.0249,3841,239,state,ES,1127,15,868.0,10.571428571428571
354390,,32.0,2020-10-30,202044,4064052.0,4018650.0,False,False,154736,3807.4316,2020-10-30,0.0249,3847,240,state,ES,605,6,798.1428571428571,10.571428571428571
354470,,32.0,2020-10-31,202044,4064052.0,4018650.0,False,False,155721,3831.66849,2020-10-31,0.0248,3855,241,state,ES,985,8,866.7142857142857,10.714285714285714
354550,,32.0,2020-11-01,202045,4064052.0,4018650.0,False,False,156018,3838.9764700000005,2020-11-01,0.0248,3862,242,state,ES,297,7,814.4285714285714,10.714285714285714
354630,,32.0,2020-11-02,202045,4064052.0,4018650.0,False,False,156681,3855.29024,2020-11-02,0.0247,3863,243,state,ES,663,1,772.1428571428571,9.142857142857142
354710,,32.0,2020-11-03,202045,4064052.0,4018650.0,False,False,157750,3881.5940299999997,2020-11-03,0.0246,3876,244,state,ES,1069,13,790.5714285714286,8.428571428571429
354790,,32.0,2020-11-04,202045,4064052.0,4018650.0,False,False,158768,3906.6429299999995,2020-11-04,0.0245,3884,245,state,ES,1018,8,823.4285714285714,8.285714285714286
354870,,32.0,2020-11-05,202045,4064052.0,4018650.0,False,False,159813,3932.3561799999998,2020-11-05,0.0244,3896,246,state,ES,1045,12,811.7142857142857,7.857142857142857
354950,,32.0,2020-11-06,202045,4064052.0,4018650.0,False,False,160890,3958.8568299999997,2020-11-06,0.0243,3910,247,state,ES,1077,14,879.1428571428571,9.0
355030,,32.0,2020-11-07,202045,4064052.0,4018650.0,False,False,161208,3966.68153,2020-11-07,0.0243,3919,248,state,ES,318,9,783.8571428571429,9.142857142857142
355110,,32.0,2020-11-08,202046,4064052.0,4018650.0,False,False,162428,3996.7008299999998,2020-11-08,0.0242,3926,249,state,ES,1220,7,915.7142857142857,9.142857142857142
355190,,32.0,2020-11-09,202046,4064052.0,4018650.0,False,False,163072,4012.54708,2020-11-09,0.0241,3938,250,state,ES,644,12,913.0,10.714285714285714
355270,,32.0,2020-11-10,202046,4064052.0,4018650.0,False,False,164659,4051.59678,2020-11-10,0.024,3953,251,state,ES,1587,15,987.0,11.0
355350,,32.0,2020-11-11,202046,4064052.0,4018650.0,False,False,165688,4076.9163399999998,2020-11-11,0.024,3969,252,state,ES,1029,16,988.5714285714286,12.142857142857142
355430,,32.0,2020-11-12,202046,4064052.0,4018650.0,False,False,166999,4109.174779999999,2020-11-12,0.0238,3982,253,state,ES,1311,13,1026.5714285714287,12.285714285714286
355510,,32.0,2020-11-13,202046,4064052.0,4018650.0,False,False,168358,4142.614320000001,2020-11-13,0.0237,3993,254,state,ES,1359,11,1066.857142857143,11.857142857142858
355590,,32.0,2020-11-14,202046,4064052.0,4018650.0,False,False,168839,4154.4498,2020-11-14,0.0237,3998,255,state,ES,481,5,1090.142857142857,11.285714285714286
355670,,32.0,2020-11-15,202047,4064052.0,4018650.0,False,False,169928,4181.24571,2020-11-15,0.0236,4009,256,state,ES,1089,11,1071.4285714285713,11.857142857142858
355750,,32.0,2020-11-16,202047,4064052.0,4018650.0,False,False,171237,4213.45495,2020-11-16,0.0235,4030,257,state,ES,1309,21,1166.4285714285713,13.142857142857142
355830,,32.0,2020-11-17,202047,4064052.0,4018650.0,False,False,172924,4254.9652399999995,2020-11-17,0.0233,4037,258,state,ES,1687,7,1180.7142857142858,12.0
355910,,32.0,2020-11-18,202047,4064052.0,4018650.0,False,False,174238,4287.29751,2020-11-18,0.0233,4058,259,state,ES,1314,21,1221.4285714285713,12.714285714285714
355990,,32.0,2020-11-19,202047,4064052.0,4018650.0,False,False,175300,4313.42906,2020-11-19,0.0233,4082,260,state,ES,1062,24,1185.857142857143,14.285714285714286
356070,,32.0,2020-11-20,202047,4064052.0,4018650.0,False,False,176903,4352.87245,2020-11-20,0.0232,4101,261,state,ES,1603,19,1220.7142857142858,15.428571428571429
356150,,32.0,2020-11-21,202047,4064052.0,4018650.0,False,False,177486,4367.21774,2020-11-21,0.0232,4114,262,state,ES,583,13,1235.2857142857142,16.571428571428573
356230,,32.0,2020-11-22,202048,4064052.0,4018650.0,False,False,178159,4383.77757,2020-11-22,0.0232,4128,263,state,ES,673,14,1175.857142857143,17.0
356310,,32.0,2020-11-23,202048,4064052.0,4018650.0,False,False,179517,4417.1925,2020-11-23,0.0231,4149,264,state,ES,1358,21,1182.857142857143,17.0
356390,,32.0,2020-11-24,202048,4064052.0,4018650.0,False,False,181306,4461.2126,2020-11-24,0.023,4172,265,state,ES,1789,23,1197.4285714285713,19.285714285714285
356470,,32.0,2020-11-25,202048,4064052.0,4018650.0,False,False,182855,4499.327270000001,2020-11-25,0.0229,4186,266,state,ES,1549,14,1231.0,18.285714285714285
356550,,32.0,2020-11-26,202048,4064052.0,4018650.0,False,False,184801,4547.2105200000005,2020-11-26,0.0228,4207,267,state,ES,1946,21,1357.2857142857142,17.857142857142858
356630,,32.0,2020-11-27,202048,4064052.0,4018650.0,False,False,186574,4590.8369299999995,2020-11-27,0.0226,4224,268,state,ES,1773,17,1381.5714285714287,17.571428571428573
356710,,32.0,2020-11-28,202048,4064052.0,4018650.0,False,False,188342,4634.3403100000005,2020-11-28,0.0225,4245,269,state,ES,1768,21,1550.857142857143,18.714285714285715
356790,,32.0,2020-11-29,202049,4064052.0,4018650.0,False,False,188929,4648.78402,2020-11-29,0.0225,4252,270,state,ES,587,7,1538.5714285714287,17.714285714285715
356870,,32.0,2020-11-30,202049,4064052.0,4018650.0,False,False,190001,4675.16164,2020-11-30,0.0225,4279,271,state,ES,1072,27,1497.7142857142858,18.571428571428573
356950,,32.0,2020-12-01,202049,4064052.0,4018650.0,False,False,191973,4723.6846399999995,2020-12-01,0.0224,4296,272,state,ES,1972,17,1523.857142857143,17.714285714285715
357030,,32.0,2020-12-02,202049,4064052.0,4018650.0,False,False,193825,4769.25492,2020-12-02,0.0223,4322,273,state,ES,1852,26,1567.142857142857,19.428571428571427
357110,,32.0,2020-12-03,202049,4064052.0,4018650.0,False,False,195437,4808.91977,2020-12-03,0.0223,4349,274,state,ES,1612,27,1519.4285714285713,20.285714285714285
357190,,32.0,2020-12-04,202049,4064052.0,4018650.0,False,False,197104,4849.93794,2020-12-04,0.0222,4373,275,state,ES,1667,24,1504.2857142857142,21.285714285714285
357270,,32.0,2020-12-05,202049,4064052.0,4018650.0,False,False,198947,4895.286770000001,2020-12-05,0.022,4385,276,state,ES,1843,12,1515.0,20.0
357350,,32.0,2020-12-06,202050,4064052.0,4018650.0,False,False,200257,4927.5206100000005,2020-12-06,0.022,4397,277,state,ES,1310,12,1618.2857142857142,20.714285714285715
357430,,32.0,2020-12-07,202050,4064052.0,4018650.0,False,False,202147,4974.02592,2020-12-07,0.0219,4431,278,state,ES,1890,34,1735.142857142857,21.714285714285715
357510,,32.0,2020-12-08,202050,4064052.0,4018650.0,False,False,204565,5033.52319,2020-12-08,0.0218,4455,279,state,ES,2418,24,1798.857142857143,22.714285714285715
357590,,32.0,2020-12-09,202050,4064052.0,4018650.0,False,False,206984,5093.04507,2020-12-09,0.0217,4485,280,state,ES,2419,30,1879.857142857143,23.285714285714285
357670,,32.0,2020-12-10,202050,4064052.0,4018650.0,False,False,208508,5130.5445899999995,2020-12-10,0.0216,4514,281,state,ES,1524,29,1867.2857142857142,23.571428571428573
357750,,32.0,2020-12-11,202050,4064052.0,4018650.0,False,False,210584,5181.62661,2020-12-11,0.0216,4543,282,state,ES,2076,29,1925.7142857142858,24.285714285714285
357830,,32.0,2020-12-12,202050,4064052.0,4018650.0,False,False,212304,5223.94891,2020-12-12,0.0215,4560,283,state,ES,1720,17,1908.142857142857,25.0
357910,,32.0,2020-12-13,202051,4064052.0,4018650.0,False,False,213124,5244.1258100000005,2020-12-13,0.0214,4571,284,state,ES,820,11,1838.142857142857,24.857142857142858
357990,,32.0,2020-12-14,202051,4064052.0,4018650.0,False,False,215538,5303.52466,2020-12-14,0.0214,4609,285,state,ES,2414,38,1913.0,25.428571428571427
358070,,32.0,2020-12-15,202051,4064052.0,4018650.0,False,False,217938,5362.57902,2020-12-15,0.0212,4630,286,state,ES,2400,21,1910.4285714285713,25.0
358150,,32.0,2020-12-16,202051,4064052.0,4018650.0,False,False,220927,5436.126310000001,2020-12-16,0.0211,4663,287,state,ES,2989,33,1991.857142857143,25.428571428571427
358230,,32.0,2020-12-17,202051,4064052.0,4018650.0,False,False,223219,5492.52323,2020-12-17,0.021,4696,288,state,ES,2292,33,2101.5714285714284,26.0
358310,,32.0,2020-12-18,202051,4064052.0,4018650.0,False,False,225358,5545.15543,2020-12-18,0.021,4727,289,state,ES,2139,31,2110.5714285714284,26.285714285714285
358390,,32.0,2020-12-19,202051,4064052.0,4018650.0,False,False,227245,5591.586920000001,2020-12-19,0.0209,4747,290,state,ES,1887,20,2134.4285714285716,26.714285714285715
358470,,32.0,2020-12-20,202052,4064052.0,4018650.0,False,False,228741,5628.39747,2020-12-20,0.0208,4759,291,state,ES,1496,12,2231.0,26.857142857142858
358550,,32.0,2020-12-21,202052,4064052.0,4018650.0,False,False,230420,5669.71092,2020-12-21,0.0208,4796,292,state,ES,1679,37,2126.0,26.714285714285715
358630,,32.0,2020-12-22,202052,4064052.0,4018650.0,False,False,232760,5727.28892,2020-12-22,0.0208,4839,293,state,ES,2340,43,2117.4285714285716,29.857142857142858
358710,,32.0,2020-12-23,202052,4064052.0,4018650.0,False,False,234494,5769.9557,2020-12-23,0.0208,4866,294,state,ES,1734,27,1938.142857142857,29.0
358790,,32.0,2020-12-24,202052,4064052.0,4018650.0,False,False,236238,5812.8685399999995,2020-12-24,0.0207,4898,295,state,ES,1744,32,1859.857142857143,28.857142857142858
358870,,32.0,2020-12-25,202052,4064052.0,4018650.0,False,False,236978,5831.07696,2020-12-25,0.0207,4915,296,state,ES,740,17,1660.0,26.857142857142858
358950,,32.0,2020-12-26,202052,4064052.0,4018650.0,False,False,238426,5866.706429999999,2020-12-26,0.0207,4928,297,state,ES,1448,13,1597.2857142857142,25.857142857142858
359030,,32.0,2020-12-27,202053,4064052.0,4018650.0,False,False,239036,5881.71608,2020-12-27,0.0207,4941,298,state,ES,610,13,1470.7142857142858,26.0
359110,,32.0,2020-12-28,202053,4064052.0,4018650.0,False,False,242553,5968.25533,2020-12-28,0.0206,4996,299,state,ES,3517,55,1733.2857142857142,28.571428571428573
359190,,32.0,2020-12-29,202053,4064052.0,4018650.0,False,False,244251,6010.03629,2020-12-29,0.0206,5031,300,state,ES,1698,35,1641.5714285714287,27.428571428571427
359270,,32.0,2020-12-30,202053,4064052.0,4018650.0,False,False,246927,6075.8819,2020-12-30,0.0205,5066,301,state,ES,2676,35,1776.142857142857,28.571428571428573
359350,,32.0,2020-12-31,202053,4064052.0,4018650.0,False,False,248251,6108.46023,2020-12-31,0.0205,5081,302,state,ES,1324,15,1716.142857142857,26.142857142857142
359430,,32.0,2021-01-01,202053,4064052.0,4018650.0,False,False,249271,6133.55833,2021-01-01,0.0204,5093,303,state,ES,1020,12,1756.142857142857,25.428571428571427
359510,,32.0,2021-01-02,202053,4064052.0,4018650.0,False,False,250244,6157.49995,2021-01-02,0.0204,5115,304,state,ES,973,22,1688.2857142857142,26.714285714285715
359590,,32.0,2021-01-03,202101,4064052.0,4018650.0,False,False,251649,6192.07136,2021-01-03,0.0204,5124,305,state,ES,1405,9,1801.857142857143,26.142857142857142
359670,,32.0,2021-01-04,202101,4064052.0,4018650.0,False,False,253115,6228.14373,2021-01-04,0.0204,5176,306,state,ES,1466,52,1508.857142857143,25.714285714285715
359750,,32.0,2021-01-05,202101,4064052.0,4018650.0,False,False,255611,6289.56027,2021-01-05,0.0204,5202,307,state,ES,2496,26,1622.857142857143,24.428571428571427
359830,,32.0,2021-01-06,202101,4064052.0,4018650.0,False,False,257295,6330.99675,2021-01-06,0.0203,5231,308,state,ES,1684,29,1481.142857142857,23.571428571428573
359910,,32.0,2021-01-07,202101,4064052.0,4018650.0,False,False,258941,6371.4982,2021-01-07,0.0203,5265,309,state,ES,1646,34,1527.142857142857,26.285714285714285
359990,,32.0,2021-01-08,202101,4064052.0,4018650.0,False,False,260970,6421.42374,2021-01-08,0.0203,5287,310,state,ES,2029,22,1671.2857142857142,27.714285714285715
360070,,32.0,2021-01-09,202101,4064052.0,4018650.0,False,False,262157,6450.63105,2021-01-09,0.0202,5307,311,state,ES,1187,20,1701.857142857143,27.428571428571427
360150,,32.0,2021-01-10,202102,4064052.0,4018650.0,False,False,263504,6483.77531,2021-01-10,0.0202,5321,312,state,ES,1347,14,1693.5714285714287,28.142857142857142
360230,,32.0,2021-01-11,202102,4064052.0,4018650.0,False,False,265556,6534.26679,2021-01-11,0.0202,5353,313,state,ES,2052,32,1777.2857142857142,25.285714285714285
