,city,city_ibge_code,date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths,media_movel_casos,media_movel_obitos
339105,,32.0,2020-04-18,202016,4064052.0,4018650.0,False,False,1099,27.04198,2020-04-18,0.0273,30,45,state,ES,147,2,102.28571428571429,3.0
339146,,32.0,2020-04-19,202017,4064052.0,4018650.0,False,False,1195,29.40415,2020-04-19,0.0285,34,46,state,ES,96,4,109.28571428571429,2.857142857142857
339187,,32.0,2020-04-20,202017,4064052.0,4018650.0,False,False,1212,29.82245,2020-04-20,0.0281,34,47,state,ES,17,0,107.0,2.4285714285714284
339232,,32.0,2020-04-21,202017,4064052.0,4018650.0,False,False,1313,32.30766,2020-04-21,0.0259,34,48,state,ES,101,0,108.0,2.2857142857142856
339277,,32.0,2020-04-22,202017,4064052.0,4018650.0,False,False,1351,33.24268,2020-04-22,0.0274,37,49,state,ES,38,3,88.14285714285714,2.2857142857142856
339322,,32.0,2020-04-23,202017,4064052.0,4018650.0,False,False,1453,35.7525,2020-04-23,0.0296,43,50,state,ES,102,6,74.0,2.142857142857143
339368,,32.0,2020-04-24,202017,4064052.0,4018650.0,False,False,1665,40.968959999999996,2020-04-24,0.0282,47,51,state,ES,212,4,101.85714285714286,2.7142857142857144
339414,,32.0,2020-04-25,202017,4064052.0,4018650.0,False,False,1711,42.100840000000005,2020-04-25,0.0304,52,52,state,ES,46,5,87.42857142857143,3.142857142857143
339462,,32.0,2020-04-26,202018,4064052.0,4018650.0,False,False,1819,44.75829,2020-04-26,0.0313,57,53,state,ES,108,5,89.14285714285714,3.2857142857142856
339510,,32.0,2020-04-27,202018,4064052.0,4018650.0,False,False,1944,47.83403,2020-04-27,0.0324,63,54,state,ES,125,6,104.57142857142857,4.142857142857143
339590,,32.0,2020-04-28,202018,4064052.0,4018650.0,False,False,2164,53.24735,2020-04-28,0.0356,77,55,state,ES,220,14,121.57142857142857,6.142857142857143
339670,,32.0,2020-04-29,202018,4064052.0,4018650.0,False,False,2538,62.44999,2020-04-29,0.0331,84,56,state,ES,374,7,169.57142857142858,6.714285714285714
339750,,32.0,2020-04-30,202018,4064052.0,4018650.0,False,False,2688,66.14089,2020-04-30,0.0346,93,57,state,ES,150,9,176.42857142857142,7.142857142857143
339830,,32.0,2020-05-01,202018,4064052.0,4018650.0,False,False,2913,71.67723000000001,2020-05-01,0.0347,101,58,state,ES,225,8,178.28571428571428,7.714285714285714
339910,,32.0,2020-05-02,202018,4064052.0,4018650.0,False,False,3104,76.37698,2020-05-02,0.0335,104,59,state,ES,191,3,199.0,7.428571428571429
339990,,32.0,2020-05-03,202019,4064052.0,4018650.0,False,False,3208,78.936,2020-05-03,0.0358,115,60,state,ES,104,11,198.42857142857142,8.285714285714286
