,date,state,city,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
621523,2021-01-08,MG,,state,579469,12469,305,False,21168791.0,21292666.0,31.0,2721.44878,2.15
621524,2021-01-07,MG,,state,571657,12366,304,False,21168791.0,21292666.0,31.0,2684.7601,2.16
621525,2021-01-06,MG,,state,564407,12211,303,False,21168791.0,21292666.0,31.0,2650.71081,2.16
621526,2021-01-05,MG,,state,556692,12083,302,False,21168791.0,21292666.0,31.0,2614.47768,2.17
621527,2021-01-04,MG,,state,552104,12063,301,False,21168791.0,21292666.0,31.0,2592.93035,2.18
621528,2021-01-03,MG,,state,550672,12037,300,False,21168791.0,21292666.0,31.0,2586.20503,2.19
621529,2021-01-02,MG,,state,549302,12023,299,False,21168791.0,21292666.0,31.0,2579.77089,2.19
621530,2021-01-01,MG,,state,546884,12001,298,False,21168791.0,21292666.0,31.0,2568.41487,2.19
621531,2020-12-31,MG,,state,542909,11902,297,False,21168791.0,21292666.0,31.0,2549.74647,2.19
621532,2020-12-30,MG,,state,536044,11784,296,False,21168791.0,21292666.0,31.0,2517.5053199999998,2.1999999999999997
621533,2020-12-29,MG,,state,529653,11615,295,False,21168791.0,21292666.0,31.0,2487.4902899999997,2.19
621534,2020-12-28,MG,,state,524658,11605,294,False,21168791.0,21292666.0,31.0,2464.0315100000003,2.21
621535,2020-12-27,MG,,state,523548,11592,293,False,21168791.0,21292666.0,31.0,2458.81845,2.21
621536,2020-12-26,MG,,state,522331,11585,292,False,21168791.0,21292666.0,31.0,2453.1028699999997,2.22
621537,2020-12-25,MG,,state,520218,11562,291,False,21168791.0,21292666.0,31.0,2443.1792600000003,2.22
621538,2020-12-24,MG,,state,516188,11475,290,False,21168791.0,21292666.0,31.0,2424.2525600000004,2.22
621539,2020-12-23,MG,,state,510219,11355,289,False,21168791.0,21292666.0,31.0,2396.21943,2.23
621540,2020-12-22,MG,,state,503700,11258,288,False,21168791.0,21292666.0,31.0,2365.6032600000003,2.2399999999999998
621541,2020-12-21,MG,,state,499499,11235,287,False,21168791.0,21292666.0,31.0,2345.8734600000003,2.25
621542,2020-12-20,MG,,state,497672,11225,286,False,21168791.0,21292666.0,31.0,2337.29304,2.26
621543,2020-12-19,MG,,state,494187,11093,285,False,21168791.0,21292666.0,31.0,2320.9259,2.2399999999999998
621544,2020-12-18,MG,,state,488934,11009,284,False,21168791.0,21292666.0,31.0,2296.25543,2.25
621545,2020-12-17,MG,,state,483369,10933,283,False,21168791.0,21292666.0,31.0,2270.11967,2.26
621546,2020-12-16,MG,,state,477697,10855,282,False,21168791.0,21292666.0,31.0,2243.48139,2.27
621547,2020-12-15,MG,,state,473225,10719,281,False,21168791.0,21292666.0,31.0,2222.47886,2.27
621548,2020-12-14,MG,,state,469003,10711,280,False,21168791.0,21292666.0,31.0,2202.65043,2.2800000000000002
621549,2020-12-13,MG,,state,468023,10701,279,False,21168791.0,21292666.0,31.0,2198.0479100000002,2.29
621550,2020-12-12,MG,,state,464545,10645,278,False,21168791.0,21292666.0,31.0,2181.71365,2.29
621551,2020-12-11,MG,,state,459537,10565,277,False,21168791.0,21292666.0,31.0,2158.19381,2.3
621552,2020-12-10,MG,,state,453364,10499,276,False,21168791.0,21292666.0,31.0,2129.2026100000003,2.32
621553,2020-12-09,MG,,state,448880,10429,275,False,21168791.0,21292666.0,31.0,2108.1437100000003,2.32
621554,2020-12-08,MG,,state,444800,10345,274,False,21168791.0,21292666.0,31.0,2088.9821899999997,2.33
621555,2020-12-07,MG,,state,442186,10341,273,False,21168791.0,21292666.0,31.0,2076.70566,2.34
621556,2020-12-06,MG,,state,441315,10336,272,False,21168791.0,21292666.0,31.0,2072.61505,2.34
621557,2020-12-05,MG,,state,438304,10283,271,False,21168791.0,21292666.0,31.0,2058.47403,2.35
621558,2020-12-04,MG,,state,433081,10227,270,False,21168791.0,21292666.0,31.0,2033.9444600000002,2.36
621559,2020-12-03,MG,,state,428790,10187,269,False,21168791.0,21292666.0,31.0,2013.79198,2.3800000000000003
621560,2020-12-02,MG,,state,424155,10121,268,False,21168791.0,21292666.0,31.0,1992.0239199999999,2.39
621561,2020-12-01,MG,,state,419655,10051,267,False,21168791.0,21292666.0,31.0,1970.8898800000002,2.4
621562,2020-11-30,MG,,state,416335,10041,266,False,21168791.0,21292666.0,31.0,1955.2976600000002,2.41
621563,2020-11-29,MG,,state,415247,10031,265,False,21168791.0,21292666.0,31.0,1950.1879199999998,2.42
621564,2020-11-28,MG,,state,412996,9990,264,False,21168791.0,21292666.0,31.0,1939.6162,2.42
621565,2020-11-27,MG,,state,409731,9948,263,False,21168791.0,21292666.0,31.0,1924.2822899999999,2.4299999999999997
621566,2020-11-26,MG,,state,406880,9904,262,False,21168791.0,21292666.0,31.0,1910.8927,2.4299999999999997
621567,2020-11-25,MG,,state,403542,9858,261,False,21168791.0,21292666.0,31.0,1895.2159399999998,2.44
621568,2020-11-24,MG,,state,399536,9804,260,False,21168791.0,21292666.0,31.0,1876.40195,2.45
621569,2020-11-23,MG,,state,398014,9794,259,False,21168791.0,21292666.0,31.0,1869.25395,2.46
621570,2020-11-22,MG,,state,396933,9777,258,False,21168791.0,21292666.0,31.0,1864.1770800000002,2.46
621571,2020-11-21,MG,,state,395534,9732,257,False,21168791.0,21292666.0,31.0,1857.60675,2.46
621572,2020-11-20,MG,,state,393110,9688,256,False,21168791.0,21292666.0,31.0,1846.2225399999998,2.46
621573,2020-11-19,MG,,state,390337,9648,255,False,21168791.0,21292666.0,31.0,1833.19928,2.4699999999999998
621574,2020-11-18,MG,,state,387751,9605,254,False,21168791.0,21292666.0,31.0,1821.05425,2.48
621575,2020-11-17,MG,,state,385427,9531,253,False,21168791.0,21292666.0,31.0,1810.1397,2.4699999999999998
621576,2020-11-16,MG,,state,383473,9517,252,False,21168791.0,21292666.0,31.0,1800.9628300000002,2.48
621577,2020-11-15,MG,,state,382882,9507,251,False,21168791.0,21292666.0,31.0,1798.18723,2.48
621578,2020-11-14,MG,,state,381310,9504,250,False,21168791.0,21292666.0,31.0,1790.8044,2.4899999999999998
621579,2020-11-13,MG,,state,379274,9405,249,False,21168791.0,21292666.0,31.0,1781.24242,2.48
621580,2020-11-12,MG,,state,376537,9259,248,False,21168791.0,21292666.0,31.0,1768.38823,2.46
621581,2020-11-11,MG,,state,374651,9204,247,False,21168791.0,21292666.0,31.0,1759.53072,2.46
621582,2020-11-10,MG,,state,372482,9204,246,False,21168791.0,21292666.0,31.0,1749.34412,2.4699999999999998
621583,2020-11-09,MG,,state,370991,9204,245,False,21168791.0,21292666.0,31.0,1742.3417100000001,2.48
621584,2020-11-08,MG,,state,369956,9204,244,False,21168791.0,21292666.0,31.0,1737.48088,2.4899999999999998
621585,2020-11-07,MG,,state,368609,9204,243,False,21168791.0,21292666.0,31.0,1731.1547600000001,2.5
621586,2020-11-06,MG,,state,366303,9199,242,False,21168791.0,21292666.0,31.0,1720.3247399999998,2.5100000000000002
621587,2020-11-05,MG,,state,364541,9128,241,False,21168791.0,21292666.0,31.0,1712.0495899999999,2.5
621588,2020-11-04,MG,,state,362340,9069,240,False,21168791.0,21292666.0,31.0,1701.7126899999998,2.5
621589,2020-11-03,MG,,state,361156,9050,239,False,21168791.0,21292666.0,31.0,1696.1520899999998,2.5100000000000002
621590,2020-11-02,MG,,state,360830,9047,238,False,21168791.0,21292666.0,31.0,1694.62105,2.5100000000000002
621591,2020-11-01,MG,,state,359991,9038,237,False,21168791.0,21292666.0,31.0,1690.68073,2.5100000000000002
621592,2020-10-30,MG,,state,358971,9015,236,False,21168791.0,21292666.0,31.0,1685.89034,2.5100000000000002
621593,2020-10-29,MG,,state,355226,8916,235,False,21168791.0,21292666.0,31.0,1668.30213,2.5100000000000002
621594,2020-10-28,MG,,state,353311,8872,234,False,21168791.0,21292666.0,31.0,1659.3084199999998,2.5100000000000002
621595,2020-10-27,MG,,state,351033,8789,233,False,21168791.0,21292666.0,31.0,1648.6099,2.5
621596,2020-10-26,MG,,state,349512,8779,232,False,21168791.0,21292666.0,31.0,1641.4666,2.5100000000000002
621597,2020-10-25,MG,,state,348804,8770,231,False,21168791.0,21292666.0,31.0,1638.14151,2.5100000000000002
621598,2020-10-24,MG,,state,347006,8732,230,False,21168791.0,21292666.0,31.0,1629.69729,2.52
621599,2020-10-23,MG,,state,345188,8686,229,False,21168791.0,21292666.0,31.0,1621.15914,2.52
621600,2020-10-22,MG,,state,343159,8621,228,False,21168791.0,21292666.0,31.0,1611.63003,2.5100000000000002
621601,2020-10-21,MG,,state,340502,8554,227,False,21168791.0,21292666.0,31.0,1599.15156,2.5100000000000002
621602,2020-10-20,MG,,state,338107,8483,226,False,21168791.0,21292666.0,31.0,1587.90355,2.5100000000000002
621603,2020-10-19,MG,,state,336648,8453,225,False,21168791.0,21292666.0,31.0,1581.05143,2.5100000000000002
621604,2020-10-18,MG,,state,335683,8446,224,False,21168791.0,21292666.0,31.0,1576.51935,2.52
621605,2020-10-17,MG,,state,333998,8405,223,False,21168791.0,21292666.0,31.0,1568.60583,2.52
621606,2020-10-16,MG,,state,331433,8345,222,False,21168791.0,21292666.0,31.0,1556.55943,2.52
621607,2020-10-15,MG,,state,328402,8267,221,False,21168791.0,21292666.0,31.0,1542.32448,2.52
621608,2020-10-14,MG,,state,325972,8171,220,False,21168791.0,21292666.0,31.0,1530.9121,2.5100000000000002
621609,2020-10-13,MG,,state,324626,8145,219,False,21168791.0,21292666.0,31.0,1524.5906699999998,2.5100000000000002
621610,2020-10-12,MG,,state,323967,8130,218,False,21168791.0,21292666.0,31.0,1521.49571,2.5100000000000002
621611,2020-10-11,MG,,state,322936,8127,217,False,21168791.0,21292666.0,31.0,1516.65367,2.52
621612,2020-10-10,MG,,state,321140,8061,216,False,21168791.0,21292666.0,31.0,1508.21884,2.5100000000000002
621613,2020-10-09,MG,,state,318090,7992,215,False,21168791.0,21292666.0,31.0,1493.89466,2.5100000000000002
621614,2020-10-08,MG,,state,315041,7897,214,False,21168791.0,21292666.0,31.0,1479.5751699999998,2.5100000000000002
621615,2020-10-07,MG,,state,313032,7811,213,False,21168791.0,21292666.0,31.0,1470.14,2.5
621616,2020-10-06,MG,,state,310124,7704,212,False,21168791.0,21292666.0,31.0,1456.48272,2.48
621617,2020-10-05,MG,,state,308466,7656,211,False,21168791.0,21292666.0,31.0,1448.696,2.48
621618,2020-10-04,MG,,state,307199,7643,210,False,21168791.0,21292666.0,31.0,1442.74559,2.4899999999999998
621619,2020-10-03,MG,,state,305527,7569,209,False,21168791.0,21292666.0,31.0,1434.89312,2.48
621620,2020-10-02,MG,,state,302082,7502,208,False,21168791.0,21292666.0,31.0,1418.7138400000001,2.48
621621,2020-10-01,MG,,state,298607,7436,207,False,21168791.0,21292666.0,31.0,1402.39367,2.4899999999999998
621622,2020-09-30,MG,,state,295169,7360,206,False,21168791.0,21292666.0,31.0,1386.2472599999999,2.4899999999999998
621623,2020-09-29,MG,,state,292291,7259,205,False,21168791.0,21292666.0,31.0,1372.7308699999999,2.48
621624,2020-09-28,MG,,state,290137,7240,204,False,21168791.0,21292666.0,31.0,1362.61471,2.5
621625,2020-09-27,MG,,state,288619,7228,203,False,21168791.0,21292666.0,31.0,1355.4855,2.5
