,DataAplicacao,ES,Acumulado_ES,estimated_population,Porcentagem da população
63,2021-03-21,546.0,227753.0,4064052.0,5.604086758732418
64,2021-03-22,4383.0,232136.0,4064052.0,5.711934788235977
65,2021-03-23,9832.0,241968.0,4064052.0,5.953860826583912
66,2021-03-24,19199.0,261167.0,4064052.0,6.426271120546686
67,2021-03-25,22723.0,283890.0,4064052.0,6.985392903437259
68,2021-03-26,20037.0,303927.0,4064052.0,7.478423012303977
69,2021-03-27,22143.0,326070.0,4064052.0,8.023273324258646
70,2021-03-28,4191.0,330261.0,4064052.0,8.126397004762735
71,2021-03-29,14763.0,345024.0,4064052.0,8.48965515205022
72,2021-03-30,27009.0,372033.0,4064052.0,9.154238183960244
73,2021-03-31,22092.0,394125.0,4064052.0,9.69783359071193
74,2021-04-01,7807.0,401932.0,4064052.0,9.889932510706064
75,2021-04-02,10186.0,412118.0,4064052.0,10.140569067521774
76,2021-04-03,15522.0,427640.0,4064052.0,10.522503156947796
77,2021-04-04,5880.0,433520.0,4064052.0,10.667186345056608
78,2021-04-05,16372.0,449892.0,4064052.0,11.07003552119904
79,2021-04-06,18387.0,468279.0,4064052.0,11.522465755851549
80,2021-04-07,10103.0,478382.0,4064052.0,11.771060015964363
81,2021-04-08,12935.0,491317.0,4064052.0,12.089338423819381
82,2021-04-09,27450.0,518767.0,4064052.0,12.764772694837566
83,2021-04-10,10215.0,528982.0,4064052.0,13.016122825200071
84,2021-04-11,5116.0,534098.0,4064052.0,13.142007041248489
85,2021-04-12,9998.0,544096.0,4064052.0,13.388017673002215
86,2021-04-13,10573.0,554669.0,4064052.0,13.648176745769986
87,2021-04-14,10555.0,565224.0,4064052.0,13.907892910819054
88,2021-04-15,9168.0,574392.0,4064052.0,14.133480575543818
89,2021-04-16,17248.0,591640.0,4064052.0,14.557884593996336
90,2021-04-17,8485.0,600125.0,4064052.0,14.766666371394853
91,2021-04-18,7657.0,607782.0,4064052.0,14.95507439373315
92,2021-04-19,9462.0,617244.0,4064052.0,15.187896217863354
93,2021-04-20,6221.0,623465.0,4064052.0,15.340970046643104
94,2021-04-21,7506.0,630971.0,4064052.0,15.525662565341191
95,2021-04-22,9429.0,640400.0,4064052.0,15.75767239198711
96,2021-04-23,4714.0,645114.0,4064052.0,15.873665002317884
97,2021-04-24,2078.0,647192.0,4064052.0,15.924796237843413
98,2021-04-25,4920.0,652112.0,4064052.0,16.04585768095487
99,2021-04-26,7296.0,659408.0,4064052.0,16.225382942934786
100,2021-04-27,4662.0,664070.0,4064052.0,16.3400960420782
101,2021-04-28,4537.0,668607.0,4064052.0,16.451733393175086
102,2021-04-29,3372.0,671979.0,4064052.0,16.534704772478303
103,2021-04-30,2472.0,674451.0,4064052.0,16.5955307658465
104,2021-05-01,77.0,674528.0,4064052.0,16.597425426643163
105,2021-05-02,4795.0,679323.0,4064052.0,16.715411121708087
106,2021-05-03,6815.0,686138.0,4064052.0,16.88310090520495
107,2021-05-04,7793.0,693931.0,4064052.0,17.074855341417877
108,2021-05-05,11451.0,705382.0,4064052.0,17.35661846846448
109,2021-05-06,12343.0,717725.0,4064052.0,17.660330133571126
110,2021-05-07,14510.0,732235.0,4064052.0,18.01736296681243
111,2021-05-08,36.0,732271.0,4064052.0,18.018248782249835
112,2021-05-09,12802.0,745073.0,4064052.0,18.33325459418334
113,2021-05-10,15749.0,760822.0,4064052.0,18.720774242061864
114,2021-05-11,16882.0,777704.0,4064052.0,19.13617247023414
115,2021-05-12,17904.0,795608.0,4064052.0,19.576718014434853
116,2021-05-13,17195.0,812803.0,4064052.0,19.999817915715646
117,2021-05-14,11820.0,824623.0,4064052.0,20.29066065099561
118,2021-05-15,70.0,824693.0,4064052.0,20.292383069901664
119,2021-05-16,13436.0,838129.0,4064052.0,20.62298907592718
120,2021-05-17,14241.0,852370.0,4064052.0,20.97340289937235
121,2021-05-18,16074.0,868444.0,4064052.0,21.36891949217185
122,2021-05-19,16160.0,884604.0,4064052.0,21.766552199627366
123,2021-05-20,14098.0,898702.0,4064052.0,22.11344736730731
124,2021-05-21,8262.0,906964.0,4064052.0,22.316742010190815
125,2021-05-22,36.0,907000.0,4064052.0,22.317627825628215
126,2021-05-23,9891.0,916891.0,4064052.0,22.561005617054114
127,2021-05-24,12827.0,929718.0,4064052.0,22.876626578596927
128,2021-05-25,12559.0,942277.0,4064052.0,23.18565313632798
129,2021-05-26,16585.0,958862.0,4064052.0,23.5937433871417
130,2021-05-27,14922.0,973784.0,4064052.0,23.96091388594437
131,2021-05-28,11908.0,985692.0,4064052.0,24.253921947849093
132,2021-05-29,574.0,986266.0,4064052.0,24.26804578287876
133,2021-05-30,11453.0,997719.0,4064052.0,24.54985812189411
134,2021-05-31,14869.0,1012588.0,4064052.0,24.915724503525052
135,2021-06-01,23077.0,1035665.0,4064052.0,25.483556804883403
136,2021-06-02,24976.0,1060641.0,4064052.0,26.098115870564648
137,2021-06-03,22648.0,1083289.0,4064052.0,26.655392204627304
138,2021-06-04,13896.0,1097185.0,4064052.0,26.99731696346405
139,2021-06-05,201.0,1097386.0,4064052.0,27.002262766322872
140,2021-06-06,15613.0,1112999.0,4064052.0,27.386436000326768
141,2021-06-07,20063.0,1133062.0,4064052.0,27.880105864787165
142,2021-06-08,23577.0,1156639.0,4064052.0,28.460241158331634
143,2021-06-09,20904.0,1177543.0,4064052.0,28.97460465564909
144,2021-06-10,22174.0,1199717.0,4064052.0,29.5202177531193
145,2021-06-11,29057.0,1228774.0,4064052.0,30.235193841023687
146,2021-06-12,645.0,1229419.0,4064052.0,30.251064700943786
147,2021-06-13,17199.0,1246618.0,4064052.0,30.674263026162066
148,2021-06-14,18421.0,1265039.0,4064052.0,31.127529864283233
149,2021-06-15,16839.0,1281878.0,4064052.0,31.541870035127502
150,2021-06-16,15325.0,1297203.0,4064052.0,31.91895674563219
151,2021-06-17,11125.0,1308328.0,4064052.0,32.19269832177344
152,2021-06-18,26887.0,1335215.0,4064052.0,32.85427942359005
153,2021-06-19,4265.0,1339480.0,4064052.0,32.95922394693768
